t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,C11,C12,C44,surrogate_method,alpha_500hz,alpha_600hz,alpha_700hz,alpha_800hz,alpha_900hz,alpha_1000hz,alpha_1100hz,alpha_1200hz,alpha_1300hz,alpha_1400hz,alpha_1500hz,alpha_1600hz,alpha_1700hz,alpha_1800hz,alpha_1900hz,alpha_2000hz
0.094286,1.3929,10.0,5,SC,0.205358,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.07685274,0.14357653,0.23979701,0.3334891,0.36721858,0.33543143,0.27999485,0.22903253,0.18984956,0.1617776,0.14279164,0.13140509,0.12707184,0.13034731,0.14321794,0.16977611
0.105,1.3929,10.0,5,SC,0.2094,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.07932353,0.1489524,0.24972567,0.34657976,0.3781175,0.34164852,0.28292373,0.23035559,0.19050997,0.16222873,0.14326759,0.13206574,0.12808372,0.13195148,0.14582402,0.17412405
0.115714,1.3929,10.0,5,SC,0.21299,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.081359275,0.15350895,0.25840032,0.35829344,0.3880271,0.34742266,0.2857529,0.23171179,0.19122604,0.16270965,0.14372265,0.13263349,0.12890095,0.13321,0.14784859,0.1775094
0.126429,1.3929,10.0,5,SC,0.216174,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.08296599,0.15724069,0.26580688,0.36868614,0.39711386,0.35292575,0.28860018,0.23317336,0.19204324,0.16325128,0.14417975,0.13312629,0.1295373,0.13413085,0.14928809,0.1799029
0.137143,1.3929,10.0,5,SC,0.218992,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.084152885,0.16014928,0.27193767,0.37780398,0.40551436,0.3582966,0.29155934,0.23479757,0.1929978,0.16387886,0.14465849,0.133561,0.13000824,0.134728,0.15015242,0.18130237
0.147857,1.3929,10.0,5,SC,0.221483,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.0849329,0.16224514,0.27679408,0.3856859,0.41334018,0.36364898,0.29470745,0.2366317,0.19412015,0.16461423,0.14517687,0.13395463,0.13033174,0.13502194,0.15046544,0.18173338
0.158571,1.3929,10.0,5,SC,0.223682,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.08532181,0.16354556,0.28038332,0.39235765,0.4206751,0.36907378,0.29810804,0.23871583,0.19543675,0.1654771,0.14575206,0.13432461,0.13052818,0.13503897,0.1502633,0.18124636
0.169286,1.3929,10.0,5,SC,0.225621,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.08533793,0.16407457,0.28271866,0.39783242,0.4275772,0.37464327,0.30181518,0.24108543,0.19697185,0.16648623,0.14640109,0.1346893,0.13062027,0.13481052,0.14959282,0.17991342
0.18,1.3929,10.0,5,SC,0.227331,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.08500187,0.16386221,0.28381893,0.40210888,0.43407685,0.38041142,0.3058743,0.24377228,0.19874814,0.16765976,0.14714105,0.13506778,0.13063276,0.13437234,0.14850965,0.17782503
0.03,1.5714,10.0,5,SC,0.140442,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.0374623,0.066254675,0.10766874,0.15768193,0.2016984,0.22237377,0.21665128,0.19556217,0.17064951,0.14797881,0.12954159,0.11555675,0.105756894,0.09993352,0.09816558,0.100962825
0.040714,1.5714,10.0,5,SC,0.147114,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.040316455,0.07169223,0.11705472,0.17149821,0.21777387,0.23672569,0.22705562,0.20237364,0.17509797,0.15109345,0.13198772,0.11775331,0.10800103,0.10249025,0.10133901,0.10517165
0.051429,1.5714,10.0,5,SC,0.153078,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.042904418,0.07669666,0.12580645,0.1844309,0.23263432,0.24963267,0.23611388,0.20813629,0.1787824,0.15364315,0.1339897,0.11957098,0.109892875,0.104692005,0.10412942,0.10894478
0.062143,1.5714,10.0,5,SC,0.158424,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.04522108,0.08124537,0.13387564,0.19643159,0.24631052,0.26126164,0.24407724,0.21309935,0.18190978,0.15578954,0.13567257,0.12110669,0.11150689,0.10659288,0.10656879,0.11228537
0.072857,1.5714,10.0,5,SC,0.163227,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.047264393,0.085322134,0.1412249,0.20746905,0.2588529,0.27178103,0.25116923,0.21746893,0.18464382,0.15765718,0.13713114,0.122433394,0.11289878,0.10823295,0.108679764,0.11519212
0.083571,1.5714,10.0,5,SC,0.167552,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.04903432,0.08891512,0.14782403,0.21752149,0.27031875,0.28134868,0.25758228,0.22141299,0.18711334,0.15934205,0.13843778,0.12360658,0.114111036,0.10964288,0.11047945,0.11766288
0.094286,1.5714,10.0,5,SC,0.171452,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.050533097,0.09201755,0.15365095,0.22657624,0.28076866,0.2901093,0.26348093,0.22506884,0.18942085,0.16091944,0.13964893,0.12466971,0.11517743,0.11084784,0.11198322,0.119698554
0.105,1.5714,10.0,5,SC,0.174974,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.051764585,0.094626434,0.15868916,0.23462406,0.2902582,0.29818892,0.2690028,0.22854784,0.19164789,0.16244872,0.14080918,0.1256575,0.11612567,0.11186966,0.11320635,0.121304624
0.115714,1.5714,10.0,5,SC,0.17816,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.052734952,0.09674415,0.16293056,0.24166237,0.29883996,0.30569848,0.2742647,0.23194239,0.19386123,0.16397832,0.14195512,0.12659909,0.116980016,0.1127291,0.11416623,0.12249351
0.126429,1.5714,10.0,5,SC,0.181045,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.053451985,0.0983771,0.16637318,0.24769084,0.3065579,0.312731,0.27936408,0.23532894,0.19611603,0.16554837,0.14311749,0.12751956,0.11776239,0.11344649,0.11488255,0.123284265
0.137143,1.5714,10.0,5,SC,0.183661,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.053924832,0.09953523,0.16902018,0.25270915,0.31344375,0.31935996,0.28438017,0.23877047,0.198458,0.1671925,0.14432247,0.128441,0.118493095,0.114042215,0.11537746,0.123702414
0.147857,1.5714,10.0,5,SC,0.186035,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.05416421,0.10023257,0.17088148,0.25671977,0.31952012,0.32564363,0.28937912,0.24232088,0.20092702,0.16894051,0.14559378,0.12938398,0.11919193,0.11453745,0.11567591,0.12377978
0.158571,1.5714,10.0,5,SC,0.188195,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.054181933,0.10048638,0.17197227,0.25972554,0.32479718,0.33162287,0.29441386,0.24602583,0.20355791,0.17081903,0.14695303,0.13036788,0.119878255,0.11495391,0.11580503,0.12355327
0.169286,1.5714,10.0,5,SC,0.190161,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.053990774,0.100316845,0.17231308,0.2617307,0.32927373,0.3373225,0.29952624,0.24992499,0.20638229,0.17285286,0.14842086,0.13141148,0.1205714,0.11531403,0.115793794,0.12306374
0.18,1.5714,10.0,5,SC,0.191955,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.053604353,0.099746816,0.17192946,0.2627407,0.33293602,0.34274948,0.30474594,0.25405157,0.2094285,0.17506501,0.15001677,0.13253304,0.12129053,0.115640596,0.11567248,0.12235507
0.03,0.5,13.3333,5,SC,0.505314,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.43912825,0.36628515,0.43137303,0.6695518,0.79209405,0.5918562,0.44462132,0.42709845,0.5426218,0.6570146,0.5447212,0.42909598,0.42370984,0.46951726,0.41031504,0.33205658
0.040714,0.5,13.3333,5,SC,0.465878,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.3954332,0.3750316,0.51666236,0.7344546,0.63615507,0.46425855,0.4139588,0.49525908,0.6031843,0.5158797,0.41292524,0.40945795,0.4303874,0.36282852,0.29892123,0.24454375
0.051429,0.5,13.3333,5,SC,0.429248,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.3708285,0.39848596,0.58973473,0.68187636,0.51537466,0.4116045,0.43795204,0.54862165,0.5178411,0.4113469,0.38873756,0.40398565,0.34564126,0.28347817,0.22889206,0.17612381
0.062143,0.5,13.3333,5,SC,0.397164,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.35834405,0.42884395,0.6238042,0.59540164,0.44315973,0.39915144,0.47601363,0.5235817,0.42811814,0.37366283,0.38415754,0.34527525,0.2813522,0.22781217,0.17558165,0.13842721
0.072857,0.5,13.3333,5,SC,0.369829,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.353583,0.45894533,0.6179795,0.5199502,0.40307033,0.40721363,0.49298713,0.46181422,0.37658048,0.36386704,0.35213122,0.2903976,0.23633346,0.18352415,0.14296782,0.11621121
0.083571,0.5,13.3333,5,SC,0.346623,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.35358146,0.483362,0.5882986,0.46360052,0.38263094,0.4217067,0.47916523,0.40682435,0.35209277,0.35170335,0.3093551,0.25144723,0.19903341,0.15335765,0.12230605,0.101617634
0.094286,0.5,13.3333,5,SC,0.326852,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.3562531,0.49931452,0.5503398,0.4233694,0.3738868,0.43248886,0.44785622,0.36845917,0.33998847,0.32885167,0.27342975,0.22045511,0.17050795,0.13299172,0.10820264,0.09126768
0.105,0.5,13.3333,5,SC,0.309925,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.36012,0.5065867,0.5130006,0.3949444,0.37158343,0.43472728,0.41361776,0.34368438,0.3301576,0.30184343,0.24570972,0.19472641,0.14973281,0.1186427,0.09798777,0.08353838
0.115714,0.5,13.3333,5,SC,0.295365,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.36416894,0.5066316,0.4798859,0.37479964,0.3721675,0.4286069,0.38349384,0.3276798,0.3182625,0.27688223,0.2234276,0.17409252,0.13451107,0.10807973,0.09026344,0.077554
0.126429,0.5,13.3333,5,SC,0.282795,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.36775115,0.50151986,0.45184276,0.36036527,0.37335354,0.41690302,0.35918987,0.31659225,0.30424902,0.255941,0.20487511,0.15795906,0.12309362,0.100026876,0.08423885,0.072799936
0.137143,0.5,13.3333,5,SC,0.271917,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.370497,0.49322706,0.42857766,0.34982258,0.37386262,0.40263888,0.3402031,0.30791542,0.28964126,0.23878813,0.18939033,0.14540538,0.11432206,0.09372592,0.07943526,0.06895359
0.147857,0.5,13.3333,5,SC,0.262489,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.37224215,0.48331448,0.40942264,0.34189042,0.37316868,0.38800183,0.3254395,0.30028954,0.27578357,0.2246825,0.17660275,0.13557854,0.10744635,0.08870043,0.075543664,0.06580007
0.158571,0.5,13.3333,5,SC,0.254315,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.37295946,0.47288173,0.39367336,0.33567783,0.3712327,0.37424514,0.31384343,0.2931494,0.26339275,0.21299449,0.16615401,0.12782079,0.10197594,0.08463883,0.07235656,0.06319135
0.169286,0.5,13.3333,5,SC,0.247236,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.37270504,0.46263796,0.3807036,0.33057234,0.36827043,0.3619441,0.3045715,0.28637224,0.25269824,0.20328677,0.15768278,0.121653035,0.09758046,0.0813287,0.06972896,0.061021626
0.18,0.5,13.3333,5,SC,0.241118,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.37157747,0.45300788,0.37000027,0.32616293,0.36458677,0.3512779,0.29700857,0.28002447,0.24367371,0.1952606,0.15086384,0.11673366,0.094032705,0.07862161,0.06755737,0.059214015
0.03,0.6786,13.3333,5,SC,0.541924,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.6144686,0.39105082,0.29739606,0.28849137,0.38640782,0.68818253,0.9907702,0.7333517,0.4730644,0.36346272,0.36204016,0.49515623,0.802854,0.8261224,0.5443214,0.39711204
0.040714,0.6786,13.3333,5,SC,0.525575,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.5427712,0.3553498,0.2897368,0.31948072,0.50633985,0.8963927,0.8593372,0.54390675,0.3862082,0.35498923,0.4541363,0.73411995,0.80813146,0.54015243,0.39341098,0.3964821
0.051429,0.6786,13.3333,5,SC,0.513922,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.48664066,0.33017236,0.29047072,0.36512172,0.65028715,0.94876236,0.67858976,0.4381781,0.35452124,0.39685303,0.6146577,0.8096568,0.58214855,0.4044083,0.38238552,0.5112679
0.062143,0.6786,13.3333,5,SC,0.507156,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.44332674,0.31273732,0.29792908,0.4235876,0.78303605,0.86466014,0.5482003,0.38204905,0.3566855,0.48099837,0.74791324,0.6656823,0.4404405,0.36876997,0.4511801,0.54494625
0.072857,0.6786,13.3333,5,SC,0.497943,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.40974417,0.3009513,0.310661,0.49101797,0.8644095,0.7442278,0.464013,0.3548614,0.38350916,0.5873767,0.74190444,0.519554,0.3767986,0.39109442,0.5150383,0.440239
0.083571,0.6786,13.3333,5,SC,0.485447,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.38344365,0.2932885,0.3273371,0.5614246,0.8806486,0.6387817,0.41030577,0.34599683,0.42876214,0.6728667,0.6443413,0.42807785,0.3590954,0.44091055,0.48648253,0.35082382
0.094286,0.6786,13.3333,5,SC,0.472204,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.3626117,0.2886169,0.34668016,0.62770337,0.8488184,0.55795425,0.3760332,0.3495175,0.4846485,0.69964087,0.5430314,0.37756065,0.36920312,0.47493562,0.41204274,0.3042132
0.105,0.6786,13.3333,5,SC,0.459618,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.34593,0.28607613,0.36744383,0.683503,0.79454184,0.49819842,0.354403,0.3614987,0.5405916,0.6714461,0.46670398,0.3528696,0.39338833,0.46558723,0.34984294,0.2812805
0.115714,0.6786,13.3333,5,SC,0.448052,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.3324265,0.28499475,0.38845563,0.72502977,0.73596525,0.45416847,0.34116703,0.37883916,0.58580464,0.61758983,0.414274,0.34428552,0.41777167,0.42704988,0.30949754,0.263905
0.126429,0.6786,13.3333,5,SC,0.437436,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.32138094,0.28484222,0.40866703,0.7516413,0.6819702,0.42148107,0.3335376,0.3988203,0.61364883,0.56124896,0.3792721,0.34537795,0.4313978,0.3837521,0.28481215,0.2443193
0.137143,0.6786,13.3333,5,SC,0.42767,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.31225607,0.285197,0.42720222,0.76518625,0.635636,0.39695904,0.32958215,0.4190563,0.6237428,0.51238334,0.35616133,0.3514356,0.43095732,0.34728083,0.2688616,0.22375642
0.147857,0.6786,13.3333,5,SC,0.418722,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.30464253,0.2857262,0.44340518,0.7687719,0.59727234,0.37835297,0.32789856,0.43763638,0.62025213,0.47312567,0.34097207,0.3589426,0.4199622,0.31957147,0.25690922,0.20513584
0.158571,0.6786,13.3333,5,SC,0.410585,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.29822937,0.28617188,0.456839,0.76565665,0.5661468,0.36408037,0.3274481,0.4532457,0.60866445,0.4426252,0.3309513,0.36554566,0.40395853,0.2992233,0.24659614,0.18975197
0.169286,0.6786,13.3333,5,SC,0.403249,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.29277888,0.28634077,0.46726963,0.7586214,0.54126,0.3530186,0.3274616,0.46518886,0.5936176,0.41930157,0.3241882,0.37002844,0.3872153,0.28433475,0.2372345,0.1776273
0.18,0.6786,13.3333,5,SC,0.396687,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.28811145,0.28609556,0.474625,0.7497586,0.52166593,0.34437189,0.32738426,0.4732857,0.5782423,0.4016604,0.31936708,0.37208623,0.3720854,0.27334493,0.22890483,0.16832834
0.03,0.8571,13.3333,5,SC,0.464562,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.73530215,0.47229627,0.31697214,0.24468215,0.22551157,0.2627851,0.40461117,0.7402926,0.95990634,0.67758065,0.4354658,0.32343927,0.29229033,0.3377681,0.51919895,0.89379203
0.040714,0.8571,13.3333,5,SC,0.495927,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.7041164,0.43386912,0.29584196,0.2381993,0.23723748,0.31242055,0.5478759,0.9411227,0.8411648,0.52349263,0.3588379,0.29954156,0.31994075,0.4619106,0.8146027,0.93621993
0.051429,0.8571,13.3333,5,SC,0.511451,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.6616851,0.40080148,0.2792319,0.23535585,0.2544693,0.3774073,0.7158194,0.9912105,0.6818577,0.4268627,0.3193975,0.30302715,0.38798463,0.66646796,0.9637169,0.6794303
0.062143,0.8571,13.3333,5,SC,0.512956,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.6187041,0.3733692,0.26645124,0.23558761,0.2768849,0.45713198,0.8713772,0.91251546,0.5587517,0.3681778,0.3026185,0.32913435,0.50081366,0.8738831,0.81860363,0.49429774
0.072857,0.8571,13.3333,5,SC,0.508058,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.5793889,0.35086188,0.256732,0.23829095,0.30390656,0.5482339,0.97081274,0.7940227,0.47373852,0.3327336,0.30127528,0.37652683,0.65001297,0.9264669,0.62778664,0.39580032
0.083571,0.8571,13.3333,5,SC,0.500842,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.5449726,0.33241665,0.24940161,0.24288961,0.33469704,0.6441928,0.9969825,0.6857595,0.41581437,0.31201273,0.3115166,0.4438483,0.7953557,0.824451,0.49656603,0.34725538
0.094286,0.8571,13.3333,5,SC,0.49315,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.51544815,0.31725398,0.24390475,0.24884434,0.36816716,0.7362966,0.9667615,0.5999671,0.37593293,0.30105045,0.33088937,0.5267484,0.8779604,0.68806034,0.41634563,0.32805097
0.105,0.8571,13.3333,5,SC,0.485811,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.49036893,0.30473438,0.2397924,0.2556491,0.40300703,0.81598806,0.90853226,0.5348884,0.3481125,0.2967535,0.3573327,0.6158953,0.8759185,0.5767773,0.3682968,0.32793918
0.115714,0.8571,13.3333,5,SC,0.479168,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.46916774,0.29434326,0.23670043,0.26283512,0.43779755,0.8775642,0.84361035,0.4859403,0.32849032,0.29700983,0.3886944,0.6981612,0.8186804,0.49699387,0.34009463,0.3410093
0.126429,0.8571,13.3333,5,SC,0.473316,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.45129976,0.28567523,0.23433542,0.26997358,0.47112712,0.9194705,0.78301996,0.4489909,0.3145298,0.30024466,0.42257303,0.76153934,0.7446231,0.44150004,0.32442838,0.36273214
0.137143,0.8571,13.3333,5,SC,0.468206,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.4362915,0.27841404,0.23246239,0.27668053,0.50171196,0.943755,0.7309305,0.42091846,0.30451334,0.3051971,0.45641878,0.8004361,0.675413,0.40291917,0.31676257,0.38876638
0.147857,0.8571,13.3333,5,SC,0.46371,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.42374045,0.27230984,0.23089418,0.28262866,0.5285169,0.954465,0.6880858,0.39946723,0.29723638,0.3108228,0.48783407,0.81683296,0.61828184,0.3758873,0.31404454,0.4149301
0.158571,0.8571,13.3333,5,SC,0.459673,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.41331747,0.26716793,0.22948535,0.28755134,0.5507961,0.95603734,0.6538696,0.38303864,0.29183966,0.3162581,0.5148654,0.8171575,0.57377225,0.3567862,0.31407902,0.43778023
0.169286,0.8571,13.3333,5,SC,0.455948,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.4047553,0.26283652,0.22812617,0.29124793,0.56809986,0.9523233,0.6272712,0.37049997,0.287705,0.3208147,0.5361987,0.808479,0.540282,0.34319645,0.31524014,0.45519158
0.18,0.8571,13.3333,5,SC,0.452421,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.39784193,0.25919965,0.22673863,0.29358393,0.5802308,0.9462221,0.6073002,0.36105436,0.28439462,0.32398146,0.55116624,0.7963731,0.5159248,0.33350453,0.31634876,0.4664425
0.03,1.0357,13.3333,5,SC,0.39533,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.6399675,0.51898515,0.35029486,0.25143588,0.20187362,0.18653284,0.20699759,0.28753567,0.4896939,0.80028886,0.7818296,0.5224882,0.35416967,0.27374816,0.2485453,0.27500457
0.040714,1.0357,13.3333,5,SC,0.401916,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.6859346,0.5023366,0.33195657,0.2408005,0.19899723,0.19375992,0.23365122,0.3605907,0.6514201,0.8909365,0.66958356,0.42927212,0.3070476,0.25816,0.26363197,0.34332904
0.051429,1.0357,13.3333,5,SC,0.408195,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.70763147,0.48081115,0.31493962,0.2317366,0.19753365,0.20312694,0.2661236,0.45028046,0.8071719,0.86145324,0.5606805,0.36677027,0.27975577,0.2573107,0.29850382,0.45700634
0.062143,1.0357,13.3333,5,SC,0.416208,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.7122232,0.4586544,0.29994196,0.22427155,0.19737439,0.21446304,0.3042765,0.5532908,0.91509634,0.77336776,0.47757137,0.32563856,0.26555207,0.26834705,0.3550364,0.6194222
0.072857,1.0357,13.3333,5,SC,0.426726,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR,0.7060768,0.43780425,0.28702396,0.21822934,0.19829775,0.22745095,0.34748244,0.66213065,0.95403916,0.67895085,0.4177401,0.2986275,0.26046333,0.28983897,0.4349202,0.80452156
0.083571,1.0357,13.3333,5,SC,0.438828,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR,0.6939567,0.41902167,0.27601403,0.21338104,0.20004712,0.2416734,0.3945946,0.76616395,0.9355663,0.59839624,0.37494954,0.2810693,0.26202554,0.3208281,0.53664774,0.9460507
0.094286,1.0357,13.3333,5,SC,0.450309,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR,0.67908984,0.40249777,0.26667228,0.2094995,0.20236307,0.25664333,0.44400176,0.85482055,0.885805,0.5347948,0.34409255,0.26997477,0.26853177,0.3601847,0.65212685,0.98849523
0.105,1.0357,13.3333,5,SC,0.45929,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR,0.6635267,0.38817164,0.25876078,0.20638086,0.2049969,0.2718233,0.4937523,0.9212624,0.82637346,0.48584557,0.32159704,0.26335353,0.27862185,0.40615082,0.76573944,0.94397813
0.115714,1.0357,13.3333,5,SC,0.465231,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR,0.648499,0.3758751,0.25206324,0.20384826,0.20772003,0.2866609,0.5418063,0.96420497,0.7692913,0.4483859,0.30502257,0.25980183,0.29107583,0.4561692,0.85941404,0.86150104
0.126429,1.0357,13.3333,5,SC,0.468552,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR,0.63471115,0.36541164,0.24639502,0.20175353,0.21032862,0.30061448,0.5862711,0.9869362,0.7195475,0.41969976,0.29269564,0.25827947,0.3047229,0.5070075,0.9214631,0.7770928
0.137143,1.0357,13.3333,5,SC,0.469947,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR,0.6225443,0.3565928,0.24160418,0.19997586,0.212647,0.31317887,0.6255966,0.9949613,0.67844087,0.39771998,0.28345114,0.2579851,0.3184248,0.5551915,0.9514449,0.70540756
0.147857,1.0357,13.3333,5,SC,0.470033,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR,0.6121796,0.34924632,0.2375653,0.19841838,0.2145321,0.32392013,0.6587116,0.9939157,0.64567107,0.38092503,0.27646074,0.25829086,0.33112007,0.597627,0.9573276,0.64929
0.158571,1.0357,13.3333,5,SC,0.469266,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR,0.6036866,0.3432252,0.23417827,0.1970066,0.21587445,0.33249062,0.68500954,0.9884262,0.6204209,0.36822078,0.27113447,0.2587106,0.3418785,0.632053,0.9493902,0.6073619
0.169286,1.0357,13.3333,5,SC,0.46796,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR,0.5970734,0.33840668,0.23136392,0.1956857,0.21659915,0.33864436,0.70427394,0.98181367,0.60181504,0.3588268,0.2670542,0.2588836,0.34996197,0.6572165,0.93614334,0.57735795
0.18,1.0357,13.3333,5,SC,0.466321,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR,0.5923199,0.3346924,0.22906193,0.19441879,0.21666506,0.3422402,0.7165524,0.97622585,0.5891058,0.35219824,0.26393273,0.2585654,0.35486466,0.67272514,0.9231678,0.5572688
0.03,1.2143,13.3333,5,SC,0.353361,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR,0.44595212,0.48779738,0.36663973,0.2624629,0.2002134,0.1678133,0.15847024,0.17454518,0.2316743,0.3679806,0.607768,0.7224644,0.54999155,0.37393624,0.2740798,0.2263316
0.040714,1.2143,13.3333,5,SC,0.363012,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR,0.5067189,0.50304943,0.35911816,0.2545412,0.19581409,0.16775899,0.16469964,0.19266589,0.2763947,0.46793267,0.7295712,0.6993829,0.477037,0.3270008,0.25100312,0.22131917
0.051429,1.2143,13.3333,5,SC,0.369278,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR,0.5579199,0.50770336,0.34926558,0.24661936,0.1917474,0.16809909,0.17169999,0.21314542,0.32838994,0.576904,0.79876,0.6374019,0.41690153,0.29400715,0.23722832,0.22405298
0.062143,1.2143,13.3333,5,SC,0.373368,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR,0.5994067,0.5056633,0.3388296,0.23923676,0.18819529,0.16887178,0.17938903,0.23575073,0.38671964,0.68330485,0.8105942,0.5701268,0.3712232,0.2711525,0.23016004,0.23327358
